ID,SMILES,MW,HBA,HBD,logP,TPSA,CSP3,NumRings,HetAtoms,RotBonds,t-SNE-1,t-SNE-2,UMAP-1,UMAP-2,PC-1(6%),PC-2(4%),FDA,COCONUT,Fragments
B1S_cov,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C=O)NC(=O)OCC2=CC=CC=C2,403.21072102799997,5,3,1.5373999999999999,113.60000000000001,0.5238095238095238,2,8,10,5.7987294,-87.30211,-2.1462216,7.157292,5.092305465032388,0.3719628514241824,0,0,0
RET_cov,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C=O)/C)/C,284.214015516,1,0,5.716900000000005,17.07,0.45,1,1,5,-23.061283,46.12974,5.905384,3.388787,-0.9718256902395375,-0.05003495597868468,0,CNP0273964.0,0
A1H3M_cov,C1C[C@H](N2C[C@@H]1N(C2=O)OS(=O)(=O)O)C(=O)N,265.03685607200003,5,2,-1.5252999999999979,130.24,0.7142857142857143,2,10,3,-39.689816,41.232212,4.8059015,9.795044,-0.7838615968790212,-0.04034619884653505,DB09060,CNP0566067.1,0
0G6_cov,C1C[C@H](N(C1)C(=O)[C@@H](CC2=CC=CC=C2)N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)CCl,450.21461653200004,5,4,-0.10629999999999667,156.89999999999998,0.5238095238095238,2,10,11,-6.5925813,-31.006233,3.4725266,8.159315,1.523779849467624,-0.5601539189065108,0,CNP0030056.0,0
4WI_cov,CC1([C@@H]2[C@H]1[C@H](N(C2)C(=O)[C@H](C(C)(C)C)NC(=O)C(F)(F)F)C(=O)N[C@@H](C[C@@H]3CCNC3=O)C#N)C,499.240639164,5,3,1.0971800000000016,131.4,0.782608695652174,3,12,6,34.010143,-68.701805,-2.5964148,4.0305266,2.838964531615089,0.852120358563345,DB16691,0,0
DWZ_cov,C[C@@H]1[C@@H]2[C@H](C(=O)N2C(=C1S[C@H]3C[C@H](NC3)C(=O)N(C)C)C(=O)O)[C@@H](C)O,383.15149189999994,6,3,-0.30799999999999755,110.18,0.7058823529411765,3,9,5,-67.499146,-9.913397,2.007295,2.9802876,0.1234556614077891,-0.3959470486375247,DB00760,CNP0268126.1,0
A1H3N_cov,C[C@H]([C@@H]1[C@H]2CC(=C(N2C1=O)C(=O)O)SCCN=CN)O,299.093977024,5,3,-0.3856999999999989,116.22,0.5833333333333334,2,8,6,-62.6142,-11.994279,2.5961947,3.244636,0.17945216901558703,-0.6751816045473676,DB01598,CNP0579802.1,0
PMF_cov,C1=CC=C(C=C1)CS(=O)(=O)F,174.015078684,2,0,1.4859000000000002,34.14,0.14285714285714285,1,4,2,7.9763308,15.747224,6.994929,5.7603126,-1.3103694529384136,-0.7756504914539297,0,0,Frag001
BO2_cov,B([C@H](CC(C)C)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,384.19688568000004,6,4,0.36059999999999875,124.44000000000001,0.3684210526315789,2,9,9,7.4941444,-27.644207,3.1897583,6.776073,1.2942804237424357,-1.4103444811439398,DB00188,CNP0447234.1,0
MYR_cov,CCCCCCCCCCCCCC(=O)O,228.208930136,1,1,4.772100000000004,37.3,0.9285714285714286,0,2,12,-28.127615,-3.5220408,3.494841,3.6219127,-1.2412853131513264,-2.13063030745698,0,CNP0497704.0,0
MTN_cov,CC1(C=C(C(N1[O])(C)C)CSS(=O)(=O)C)C,264.072810436,4,0,1.8239,57.28,0.8,1,6,3,-20.027853,10.129456,5.7651267,4.683254,-1.4252358412275465,-0.5667034040271747,0,0,0
E64_cov,CC(C)C[C@@H](C(=O)NCCCCN=C(N)N)NC(=O)[C@H]1[C@@H](O1)C(=O)O,357.20121896399996,5,5,-1.4608999999999939,172.42999999999998,0.7333333333333333,1,10,11,-21.448978,-27.715158,3.6707907,7.257521,1.2452080992572647,-2.440381046548541,0,CNP0341199.2,0
PNM_cov,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C,334.09872805599997,4,2,0.8607999999999993,86.71000000000001,0.4375,3,7,4,-56.37155,-23.418032,7.7101,0.28613603,0.09884228470659075,-0.5919336877543556,DB01053,CNP0373163.6,0
AMP_cov,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)N,347.06308441799996,10,5,-1.863,186.07,0.5,3,13,4,-67.91492,43.437412,2.8097851,-0.89689904,-1.630881844202184,-0.6333947538416982,DB00131,CNP0216781.2,0
3BV_cov,CC(C)C[C@@H](C(=O)[C@]1(CO1)C)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC3=CC=CC=C3)NC(=O)CN4CCOCC4,719.425799164,8,4,2.5835000000000052,158.47,0.575,4,12,20,-21.243681,-62.9005,0.6611998,8.395341,2.4718821393511083,-0.9184933283816554,DB08889,CNP0506146.1,0
DEP_1_cov,CCOP(=O)(OCC)OC1=CC=C(C=C1)[N+](=O)[O-],275.055873798,6,0,3.154700000000002,87.9,0.4,1,8,7,-38.3747,10.990879,6.319431,1.8470355,-1.343030981854608,-0.8581825278866507,0,CNP0580731.0,0
V2M_1_cov,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)CO)NC(=O)C2=CC3=C(N2)C=CC=C3OC,472.232184744,6,5,0.8934000000000015,149.62,0.5,3,10,11,19.86041,-85.06449,-1.5426881,5.1576614,3.6307715086942935,0.3232636669620101,0,0,0
CEF_cov,CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)/C(=N\OC)/C3=CSC(=N3)N)SC1)C(=O)O,455.05693988400003,11,3,-0.6224999999999992,173.51,0.375,3,14,7,-45.1801,-26.873829,8.387015,1.0033776,0.13084079833302975,0.034065563361508046,DB00493,CNP0169147.6,0
UMC_cov,C1[C@@H]([C@H](O[C@H]1N2C=CC(=O)NC2=O)COP(=O)(O)O)O,308.040952006,7,4,-1.7056999999999998,151.08,0.5555555555555556,2,11,4,-59.29469,40.651783,3.6311014,-0.21541965,-0.551980650288635,-0.0094664853443566,0,CNP0415783.1,0
DFP_cov,CC(C)OP(=O)(OC(C)C)F,184.066459158,3,0,2.9140000000000015,35.53,1.0,0,5,4,-29.76632,6.193394,4.8982067,3.5063047,-0.8620707492177739,-1.4752011863407004,DB00677,0,0
049_cov,C[C@@H](C(=O)N[C@@H](CC1=CC=C(C=C1)OC)C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)[C@]3(CO3)C)NC(=O)CN4CCOCC4,580.28969962,8,3,0.6449000000000034,138.6,0.4838709677419355,4,11,14,-21.764471,-63.717506,0.48462278,8.7857065,1.833551128812531,-0.5811773348034811,0,0,0
CAZ_cov,CC(C)(C(=O)O)O/N=C(\C1=CSC(=N1)N)/C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)C[N+]4=CC=CC=C4)C(=O)O,547.10641549609,10,4,0.035500000000002696,188.39,0.3181818181818182,4,15,9,-44.89235,-25.454504,8.547026,1.0223135,0.18049162934387605,0.07356946466622134,DB00438,0,0
QN8_cov,C=C1C(=O)C2CCN1CC2,137.084063972,2,0,0.7948,20.310000000000002,0.625,3,2,0,-22.275084,19.57352,5.8667135,4.088375,-0.9670246734349784,0.5469480787111111,0,0,Frag002
AIX_cov,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)C(=O)O)C,349.109627088,5,3,0.3180999999999994,112.73,0.4375,3,8,4,-55.773064,-24.93875,7.8969145,0.34568352,0.2371978363098881,-0.6140897723485365,DB00415,CNP0336583.2,0
2LJ_cov,CC(=O)C=NC1=C(NC(=O)NC1=O)NC[C@@H]([C@@H]([C@@H](CO)O)O)O,330.1175489159999,9,7,-3.158599999999997,188.1,0.5,1,11,8,-42.865017,-7.90485,4.468303,1.9580859,0.11055681297746316,-1.0500914438340587,0,0,0
PYR_2_cov,CC(=O)C(=O)O,88.016043988,2,1,-0.34000000000000014,54.370000000000005,0.3333333333333333,0,3,1,-17.36909,4.273608,5.2031913,3.6733732,-1.4082219425538627,-1.4945130821542074,DB00119,CNP0269827.0,Frag003
BGC_2_cov,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O)O)O)O)O,180.063388104,6,5,-3.2213999999999987,110.38000000000001,1.0,1,6,1,-61.74268,27.613928,4.5865607,-0.1686436,-1.6002230028500817,-1.8583400121327616,0,CNP0210547.2,0
8WY_cov,C(CC(=O)C=[N+]=[N-])[C@@H](C(=O)O)N,171.064391148,3,2,-0.9517999999999993,116.78999999999999,0.5,0,6,5,-25.912497,-13.829023,2.9667108,4.743254,-0.871224913036952,-1.8942745422321046,0,CNP0546186.1,0
1RG_cov,C[C@@H]1[C@@H]2[C@H](C(=O)N2C(=C1S[C@H]3C[C@H](NC3)C(=O)NC4=CC=CC(=C4)C(=O)O)C(=O)O)[C@@H](C)O,475.1413211399999,7,5,0.9406999999999996,156.26999999999998,0.45454545454545453,4,11,7,-68.572014,-10.762333,1.9175955,2.791206,0.3689224051247913,0.6307775569828268,DB00303,CNP0074385.1,0
IMP_cov,C1=NC2=C(C(=O)N1)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O,348.0471000059999,9,5,-2.1519,180.01999999999998,0.5,3,13,4,-66.01648,43.42376,3.1435504,-0.8391061,-1.247489879836573,-0.34963249701168303,0,CNP0230687.1,0
FHR_cov,C1CCC(CC1)C[C@@H](C(=O)N[C@@H](C[C@@H]2CCNC2=O)C=O)NC(=O)C3=CC4=CC=CC=C4N3,452.242355504,4,4,2.4466,120.16,0.52,4,8,9,14.013854,-83.21127,-1.8248839,6.0616612,3.4738459614317647,1.1927271255845235,0,0,0
AG7_cov,CCOC(=O)/C=C/[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC2=CC=C(C=C2)F)CC(=O)[C@H](C(C)C)NC(=O)C3=NOC(=C3)C,598.2802778079999,8,3,2.8249199999999997,156.7,0.4838709677419355,3,12,15,-8.173317,-85.22051,-3.6689856,6.8680606,3.517284312902335,0.9532054946468419,0,0,0
13P_cov,C(C(=O)COP(=O)(O)O)O,169.998024574,4,3,-1.3429000000000002,104.06000000000002,0.6666666666666666,0,7,4,-47.960136,3.7657883,3.9007533,2.3225605,-1.3210240942123725,-1.7965776163143825,0,CNP0257378.0,0
0GJ_cov,C(C[C@@H](C(=O)CCl)NC(=O)CNC(=O)[C@H](CCC(=O)O)N)CN=C(N)N,392.1574955800001,6,6,-2.3589999999999964,202.99,0.6428571428571429,0,12,13,-21.408695,-39.576473,2.9844143,7.4578304,0.19966394333575094,-3.0739303518879293,0,0,0
CEM_cov,C1[C@@H]2N(C1=O)[C@H](/C(=C/CO)/O2)C(=O)O,199.048072388,4,2,-1.0956000000000004,87.07000000000001,0.5,2,6,2,-24.708656,2.8679292,5.887573,2.8847153,-0.8118129869579789,-0.2645286860019686,DB00766,CNP0199329.2,0
ALD_cov,CC(C)C[C@@H](C=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OCC1=CC=CC=C1,475.304621412,5,3,3.5882000000000014,113.60000000000001,0.6153846153846154,1,8,14,2.385944,-49.726143,1.1473458,6.517564,2.7693795054828727,-1.2055135080285782,0,CNP0491889.1,0
4J6_cov,C[C@@H]1[C@@H]2[C@H](C(=O)N2C(=C1S[C@H]3C[C@H](NC3)CNS(=O)(=O)N)C(=O)O)[C@@H](C)O,420.1137264879999,7,5,-1.6030999999999955,162.05999999999997,0.7333333333333333,3,12,7,-67.406876,-10.745256,1.8666809,2.8272483,0.6279460199864073,-0.49105974036625555,DB06211,CNP0074707.1,0
VXA_1_cov,CCOP(=O)(C)SCCN(C(C)C)C(C)C,267.142186702,4,0,3.6978000000000026,29.54,1.0,0,5,8,-30.307173,9.212054,4.4777756,3.1245062,-0.7523898179142192,-1.6459437825174217,0,0,0
JJT_cov,C1C[C@H](N2C[C@@H]1N(C2=O)OS(=O)(=O)O)C(=O)NC3CCNCC3,348.11035536,6,3,-1.1423999999999972,128.28,0.8333333333333334,3,11,4,-40.945248,41.17755,4.7750287,9.880334,-0.04232723313997288,0.4656583897959656,DB12377,CNP0541888.1,0
DPF_1_cov,CCOP(=O)(OCC)OC1=CC2=C(C=C1)C=CC(=O)O2,298.06062483,6,0,3.3529000000000018,74.97,0.3076923076923077,2,7,6,-36.650684,9.9864435,5.7978234,2.2737892,-1.2772626646990746,-0.44994788089103144,0,0,0
TSL_cov,CC1([C@@H](N2[C@H](S1(=O)=O)CC2=O)C(=O)O)C,233.035793452,4,1,-0.7949999999999999,91.75000000000001,0.75,2,7,1,-54.209568,-16.918243,6.5791864,1.6519624,-0.7966616982422685,-0.40094196127136045,DB09324,CNP0336224.3,0
QBZ_cov,C[C@@]1([C@@H](N2[C@H](S1(=O)=O)CC2=O)C(=O)O)CN3C=CN=N3,300.05284048400006,7,1,-1.5231999999999983,122.46000000000001,0.6,3,10,3,-54.44098,-15.867582,6.398529,1.782792,-0.6711645002286931,-0.03712080151278983,DB01606,CNP0375303.2,0
NEN_cov,CCN1C(=O)C=CC1=O,125.047678464,2,0,-0.06869999999999998,37.38,0.3333333333333333,1,3,1,6.5959597,21.894936,6.7237387,4.544427,-1.2456804140160738,-0.6381755237640974,0,CNP0447617.0,Frag004
GVE_3_cov,COC(=O)/C=C/CN,115.063328528,3,1,-0.32570000000000005,52.32,0.4,0,3,2,-10.713446,4.856424,5.774201,4.9635963,-0.6708294010893755,-0.8653114112468298,0,0,Frag005
G2F_8_cov,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O)F)O)O)O,182.059051672,5,4,-2.2441999999999998,90.15,1.0,1,6,1,-60.57677,28.930103,4.4681134,0.39080796,-1.5130878882628713,-1.841410996444563,0,0,0
DAM_cov,C[C@H]1[C@@H](NC(=O)[C@@H](NC(=O)[C@H]([C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)C(=C)N(C(=O)CC[C@@H](NC1=O)C(=O)O)C)C)CC(C)C)C(=O)O)C)CCCN=C(N)N)/C=C/C(=C/[C@H](C)[C@H](CC2=CC=CC=C2)OC)/C,994.548767808,11,10,0.618399999999993,343.14,0.5510204081632653,2,22,15,0.12475491,-23.147987,4.481262,5.7282677,1.837111324374593,0.24349589814487407,0,CNP0522332.2,0
ASA_1_cov,CC(C)[C@@H](C(=O)N[C@@H](CC(=O)O)C=O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)C,502.19110777999987,8,7,-2.3853999999999944,245.36999999999995,0.6,0,15,16,-15.131411,-49.35374,1.9079806,7.857678,1.4350571550218512,-2.2927087915509303,0,0,0
YCH_cov,B1(OC[C@@H](O1)CO)O,118.043739104,4,2,-1.6287,58.92,1.0,1,5,1,-26.943653,20.343231,5.687134,2.6213226,-1.2435286874942189,-1.043956888518331,0,0,0
Q6K_cov,CN1C=C(C2=CC=CC=C21)C3=NC(=NC=C3)NC4=C(C=C(C(=C4)NC(=O)C=C)N(C)CCN(C)C)OC,499.26957329600003,8,2,4.509800000000004,87.55,0.25,4,9,10,60.90716,53.66619,12.394641,6.815325,-1.0157310297232705,2.7282975746276987,DB09330,CNP0597035.0,0
OEH_cov,CN(C)C1=CC2=C(C=C1)C(=C3C=CC(=[N+](C)C)C=C3O2)C4=C(C=CC(=C4)C(=O)NCCOCCOCCCCCCCl)C(=O)O,636.2834901960899,6,2,5.562800000000005,104.25000000000001,0.4,4,10,16,18.138393,1.7382525,6.1043696,5.2250953,-1.0834448674718564,-0.4886178090273091,0,0,0
G3H_1_cov,C([C@H](C=O)O)OP(=O)(O)O,169.998024574,4,3,-1.3445000000000003,104.06,0.6666666666666666,0,7,4,-46.882404,-0.22560945,3.4947464,1.8896943,-0.9175621227532874,-1.592913420593268,0,CNP0265487.1,0
FK3_cov,CCC[C@@H](C(=O)C(=O)NC1CC1)NC(=O)[C@@H]2[C@H]3CCC[C@H]3CN2C(=O)[C@H](C(C)(C)C)NC(=O)[C@H](C4CCCCC4)NC(=O)C5=NC=CN=C5,679.405732416,8,4,2.4459000000000026,179.56,0.7222222222222222,5,13,13,40.10222,-60.876408,-1.6085489,3.8301523,1.3838600793666906,0.6046042919015294,DB05521,CNP0438738.2,0
CB4_cov,B(CNC(=O)/C(=N\OC(C)(C)C(=O)O)/C1=CSC(=N1)N)(O)O,330.0805356,9,5,-1.5625999999999987,167.35999999999999,0.4,1,12,7,-43.279293,-21.195972,8.759271,1.0651027,-0.7160362399214446,-0.8202591025572954,0,CNP0512186.0,0
9JT_cov,C1=CC=C(C=C1)N2C(=O)C3=CC=CC=C3[Se]2,274.984935208,2,0,2.0477,22.0,0.0,3,3,1,12.858774,30.036327,8.323097,5.839215,-1.5241282438303652,-0.24082551382539033,0,CNP0369432.0,Frag006
30W_cov,CC(=O)NC1=NC2=NC=C(N=C2C(=O)N1)C=O,233.054889084,6,2,-0.5160000000000005,117.69999999999999,0.1111111111111111,2,8,2,-5.7006764,33.393105,7.5925193,3.8433135,-0.6080998698629715,0.4822897450220579,0,0,0
2FU_cov,C1=C(C=C(C(=C1C(=O)O)OC(=O)/C=C/C(=O)OC2=C(C=C(C=C2Br)Br)C(=O)O)Br)Br,667.695265616,6,2,5.2002000000000015,127.2,0.0,2,12,6,-10.697458,16.838333,6.959746,3.4650886,-1.5501752429756115,-0.2578314074795321,0,0,0
1XG_cov,C/C=C/C/C=C/CCC(=O)[C@@H]1[C@@H](O1)C(=O)N,223.120843404,3,1,1.1108,72.69,0.5,1,4,7,-35.907887,-9.372432,3.5181775,3.6385534,-0.7537480970041057,-1.0333647243579838,0,CNP0292744.1,0
Y33_cov,C[C@H]([C@H]1C(=O)N2[C@@]1(CC(=C2C(=O)O)S[C@H]3C[C@H](NC3)C(=O)N(C)C)C)O,383.1514919,6,3,-0.16389999999999832,110.18,0.7058823529411765,3,9,5,-67.45574,-8.953963,2.3827884,3.113763,0.19404350427574346,-0.35426855735542184,0,0,0
KH0_cov,CC(C)(C)OC(=O)NC1=CC=CN(C1=O)[C@@H](CC2CC2)C(=O)N[C@@H](C[C@@H]3CCNC3=O)C(C(=O)NCC4=CC=CC=C4)=O,593.284948588,8,4,2.4330000000000016,164.7,0.4838709677419355,4,12,12,10.516003,-72.5337,-3.5400565,5.609024,3.474532061883688,0.9533437990874055,0,0,0
GW9_cov,C1=CC=C(C=C1)NC(=O)C2=C(C=CC(=C2)[N+](=O)[O-])Cl,276.030169828,3,1,3.5005000000000015,72.24,0.0,2,6,3,31.507858,18.409906,10.229185,4.502426,-1.4257268569168695,-0.045327348328240986,0,CNP0490986.0,0
AR6_cov,C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N,664.1163982560901,17,8,-3.0158999999999976,318.25999999999993,0.47619047619047616,5,23,11,-69.97587,41.089012,2.570252,-0.56988806,-1.4544453148320455,-0.4592295230544865,0,CNP0578124.2,0
TMM_2_cov,C1=C(C=C(C=C1CBr)CBr)CBr,353.825436588,0,0,4.3713000000000015,0.0,0.3333333333333333,1,3,3,3.4938407,16.748182,6.634306,4.8521214,-1.6048421380702924,-0.8857023514008026,0,0,0
PJE_cov,CC1=CC(=NO1)C(=O)N[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]2CCNC2=O)/C=C\C(=O)OCC3=CC=CC=C3,680.353362496,9,5,2.083620000000005,197.82999999999998,0.5142857142857142,3,14,17,-5.838533,-85.92968,-3.3418238,7.048201,4.916694726430055,0.5343998112479883,0,0,0
F6R_cov,C([C@H]([C@H]([C@@H](C(=O)CO)O)O)O)OP(=O)(O)O,260.02971862600003,7,6,-3.260199999999999,164.75,0.8333333333333334,0,10,7,-49.513145,0.11556365,2.9701326,1.7541653,-1.0364780537704472,-2.107519862123242,0,CNP0330102.2,0
9UM_cov,CC1=C(N2C(=C(C(=O)N2C1=O)C)CBr)C,270.00038969200006,4,0,1.0171599999999998,42.96,0.4,2,5,1,-11.66303,9.692466,6.5545115,4.5019875,-1.3047357993620399,-0.931063718217353,0,0,0
9EP_cov,CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)CC3=CC=CS3)SC1)C(=O)O,396.04497823199995,7,2,0.5922999999999998,113.01,0.375,3,10,6,-45.344856,-31.605013,8.02287,1.2929753,0.2155470997448391,-0.005184737550568768,DB00456,CNP0160054.1,0
4D6_cov,B1([C@H](CC[C@H](O1)CC(=O)O)NC(=O)CC2=CC=CS2)O,297.084224012,5,3,0.4487999999999997,95.86,0.5,2,8,5,0.44426888,-7.909281,5.007331,4.220474,-0.3760745228139125,-0.15468022198883136,DB12107,CNP0552917.1,0
2OY_cov,CC1=CC=C(C=C1)S(=O)(=O)N[C@@H](CCCCN)C(=O)CCl,332.096141212,4,2,1.57882,89.25999999999999,0.5,1,7,9,-0.23590854,-27.09275,4.284202,6.5294466,-0.12745615447742445,-1.2397302954368097,0,CNP0044620.1,0
ZFJ_cov,CCN(CC)C1=CC2=C(C=C1)C3=C(C2(C)C)C=C(C=C3)/C=C/C=O,319.19361441999996,2,0,5.051200000000005,20.310000000000002,0.3181818181818182,3,2,5,0.6783645,43.46695,8.230785,4.090628,-1.2367521848651137,0.026152344691845103,0,0,0
ZAH_cov,C1C[C@H](N(C1)C(=O)[C@@H]2CCCN2C(=O)OCC3=CC=CC=C3)C=O,330.157957184,4,0,1.9775000000000003,66.92000000000002,0.5,3,6,4,23.651241,-29.336426,5.0695825,6.4695296,0.4160548487408791,0.8364543923716878,0,CNP0589876.1,0
U5G_cov,CC1([C@@H]2[C@H]1[C@H](N(C2)C(=O)[C@H](C(C)(C)C)NC(=O)NC(C)(C)C)C(=O)N[C@H](CC3CCC3)C(=O)C(=O)N)C,519.3420695399999,5,4,1.711200000000003,150.70000000000002,0.8148148148148148,3,10,8,38.37419,-67.79059,-2.133625,3.7458189,1.7412048636253057,-0.25203076796546703,DB08873,0,0
KJK_cov,B1([C@H](CC2=C(O1)C(=CC=C2)C(=O)O)NC(=O)CC3CCC(CC3)NCCN)O,389.212201396,6,5,0.3214000000000013,133.91,0.5789473684210527,3,9,7,-31.02905,24.228607,6.9057765,2.62314,-0.3490993345854686,-0.11350484197714909,0,0,0
HF2_cov,C1=CC=C(C=C1)CC(=O)C(=O)O,164.047344116,2,1,0.8828,54.370000000000005,0.1111111111111111,1,3,3,-1.8699907,3.2266223,5.1774774,5.262396,-1.0503563295085525,-1.16491284850799,0,CNP0177093.0,Frag007
GB_2_cov,CC(C(C)(C)C)OP(=O)(C)F,182.08719460199998,2,0,3.230000000000002,26.3,1.0,0,4,2,-29.362968,6.368652,5.0488324,3.6919527,-0.7897320904368665,-1.4036155903039924,0,0,0
FSI_cov,CC(=O)N[C@H]1[C@@H]([C@H]([C@@](O[C@H]1[C@@H]([C@H](CO)O)O)(C(=O)O)F)F)O,329.092222944,7,6,-2.9465999999999966,156.54999999999998,0.8181818181818182,1,11,5,-69.18784,7.5212812,3.1076508,0.97033435,-0.2526717830900548,-1.9870498232125202,0,0,0
DFX_2_cov,C1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2CO[C@H]([C@@H]([C@H]2O)F)OC3=C(C=C(C=C3)[N+](=O)[O-])[N+](=O)[O-])O)O)O,450.09220226799994,12,4,-1.2387,204.11999999999998,0.625,3,15,6,-50.616505,32.631107,5.8819137,0.51080334,-1.3896755762210604,-0.13954785267843953,0,0,0
CF0_2_cov,C[C@@H](C(=O)N[C@@H](CC(=O)O)C(=O)CF)NC(=O)[C@H](C(C)C)N=C([O])OCC1=CC=CC=C1,452.183303424,6,3,1.017100000000001,154.05999999999997,0.47619047619047616,1,11,12,-6.198758,-51.149616,1.8091811,6.9054685,1.2965358225631687,-1.9170224614468772,0,0,0
OP0_cov,C1C[C@H](N2C[C@@H]1N(C2=O)OS(=O)(=O)O)C(=O)N,265.03685607200003,5,2,-1.5252999999999979,130.24,0.7142857142857143,2,10,3,-39.689724,41.23223,4.847339,9.762569,-0.7838615968790212,-0.04034619884653606,0,0,0
9EF_cov,CC(C)(COP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCNC(=O)CBr)O,461.05626349000005,6,6,-1.3835999999999968,174.29,0.7692307692307693,0,13,12,-53.62908,-5.561386,2.8019469,2.5662034,-0.17922068756665843,-1.9829563416344744,0,0,0
4Y8_cov,CC(=O)CO,74.036779432,2,1,-0.43229999999999996,37.3,0.6666666666666666,0,2,1,-18.18488,2.567314,4.979771,4.0597296,-1.2026497445205322,-1.6804444198573194,0,CNP0487266.0,Frag008
V1A_cov,CC1(C(=NC(N1O)(C)C)SSC2=NC(N(C2(C)C)O)(C)C)C,346.1497180719999,8,2,3.6038000000000023,71.66,0.8571428571428571,2,8,0,-18.60565,9.395615,5.5758305,4.2185664,-1.6031462961583138,-0.8506284146154086,0,0,0
E8N_cov,CCC1(CCC(=O)CC1)C,140.120115132,1,0,2.5458000000000007,17.07,0.8888888888888888,1,1,1,-23.594353,8.512819,5.615999,4.0019703,-0.9641023035291368,-0.9239570982480185,0,0,Frag009
E6D_cov,CCOC(=O)[C@H]1[C@@H](O1)C(=O)N[C@@H](CC(C)C)C(=O)NCCC(C)C,342.21547205999997,5,2,1.0101000000000002,97.03,0.8235294117647058,1,7,10,-20.22902,-26.681437,3.7717316,7.5125065,1.4925027783906935,-1.847929270023177,0,0,0
AZR_cov,C[C@H]1[C@@H](C(=O)N1S(=O)(=O)O)NC(=O)/C(=N/OC(C)(C)C(=O)O)/C2=CSC(=N2)N,435.05185450400006,10,4,-1.1724999999999979,201.58,0.46153846153846156,2,15,7,-43.837772,-22.292843,8.929455,0.9799973,-0.42571932131057644,-0.09013516050451816,DB00355,CNP0342936.4,0
AR7_cov,CC(C)C[C@@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCN=C(N)N)C=O)NC(=O)C,426.29545369600004,5,5,-0.19459999999999367,168.76999999999998,0.75,0,10,14,-20.23025,-46.35209,2.2571695,7.623406,1.957467454521409,-2.383453103829485,0,CNP0107753.1,0
AES_cov,C1=CC(=CC=C1CCN)S(=O)(=O)F,203.04162778,3,1,0.8460000000000001,60.160000000000004,0.25,1,5,3,9.861332,15.140626,7.2949767,5.5255666,-1.464807593431265,-0.8398258516479419,0,0,0
5KO_cov,C[C@H]([C@@H]1[C@@H]2N(C1=O)C(=C(S2)[C@H]3CCCO3)C(=O)O)O,285.06709358,5,2,0.3737,87.07000000000001,0.6666666666666666,3,7,3,-62.810066,-9.585278,2.3436027,3.0678935,-0.07714609236316977,-0.5177556970277069,0,CNP0074900.1,0
58U_cov,C[C@@H]1[C@@H]2[C@H](C(=O)N2C(=C1SC3CN4C=NC=[N+]4C3)C(=O)O)[C@@H](C)O,351.11215250808993,6,2,-0.5602999999999985,99.54,0.6,4,9,4,-66.869705,-11.841749,1.8407991,2.8885484,-0.16765601741313926,-0.09543779344340349,0,0,0
3OH_cov,C(C=O)C(=O)O,88.016043988,2,1,-0.34000000000000014,54.370000000000005,0.3333333333333333,0,3,2,-20.859203,0.77474195,4.7483144,3.7524548,-1.334727227635268,-1.4597080215579699,0,CNP0149091.0,Frag010
