ID,SMILES,MW,HBA,HBD,logP,TPSA,CSP3,NumRings,HetAtoms,RotBonds,t-SNE-1,t-SNE-2,UMAP-1,UMAP-2,PC-1(6%),PC-2(4%),FDA,COCONUT,Fragments
QQ0_cov,CN(C)CCSSCCN(C)S(=O)(=O)C1=CC=C(C=C1)C=O,362.07925556399994,6,0,2.0626,57.690000000000005,0.5,1,8,10,46.997566,-13.696823,8.488445,9.463511,-1.3484194877779354,-0.18128726464447154,0,0,0
QPE_cov,CC(=O)OC(C1=CC=CC=C1)C(=C)C(=O)OC,234.089208928,4,0,2.0199999999999996,52.60000000000001,0.23076923076923078,1,4,4,-3.3531885,-6.0581555,6.9278197,2.258335,-0.499322122636347,-0.550755371226974,0,0,0
QPB_cov,CC1=CC=C(C=C1)C(C(=C)C(=O)OC)OC(=O)C,248.104858992,4,0,2.3284200000000004,52.6,0.2857142857142857,1,4,4,-3.3271184,-6.09569,6.9885044,2.241575,-0.6908046876082193,-0.5003522569221581,0,0,0
QON_cov,C1CC1C2=CC(=NO2)C(=O)NC3CCN(CC3)C(=O)CCl,311.103669116,4,1,1.5116,75.44,0.6428571428571429,3,7,4,39.415066,6.405747,7.179671,7.7666554,-0.4437459049975886,0.709733202103544,0,0,0
QOK_2_cov,CN1C(=O)C2=C(N=C(N2COCCOC)S(=O)(=O)C)N(C1=O)CC#CC3=CC(=CC=C3)O,462.12092004399994,11,1,-0.3219999999999987,134.64999999999998,0.35,3,12,7,-13.664424,12.807526,6.6508813,4.230907,-1.412497329912177,0.12670449817636126,0,0,0
QOK_1_cov,CN1C2=C(C(=O)N(C1=O)C)N(C(=N2)S(=O)(=O)C)COCCOC,346.094705296,10,0,-1.5422999999999973,114.42000000000002,0.5833333333333334,2,11,6,-13.68949,12.786817,6.020195,4.137261,-1.363855613563662,-0.48349794195422613,0,0,0
QOH_cov,C[C@H]1C=CC(=O)NCC[C@@H](C[C@@H](C(=O)N1)NC(=O)[C@H]([C@@H](C)O)NC(=O)CCCCCCCCCC(C)C)O,538.37303532,6,6,1.835500000000002,156.86,0.7857142857142857,1,10,14,-33.41132,-28.086262,2.1648154,4.0663996,2.081814624229495,-0.6860727073978479,0,0,0
QOE_cov,C[C@H]1/C=C/C(=O)NCC[C@@H](C[C@@H](C(=O)N1)NC(=O)[C@H]([C@@H](C)O)NC(=O)/C=C/C2=CC=CC=C2)O,472.23218474399994,6,6,-0.6179999999999959,156.86,0.4166666666666667,2,10,6,-34.2777,-28.793465,1.9220166,4.2003446,1.9719293952577632,0.6652844044074048,0,0,0
QOB_cov,C[C@H]1/C=C/C(=O)NCC[C@@H](C[C@@H](C(=O)N1)NC(=O)[C@H]([C@@H](C)O)NC(=O)/C=C/C=C/C2=CC=CC=C2)O,498.24783480799994,6,6,-0.061799999999996025,156.86,0.38461538461538464,2,10,7,-34.325855,-28.765392,2.040121,4.120159,1.9319479098583345,0.7469299826359297,0,0,0
QNC_cov,C1=CC=C2C(=C1)C=CC(=N2)C(=O)SC3=NC=CC=N3,267.04663290800005,5,0,2.957300000000001,55.74,0.0,3,5,2,0.2828914,18.643814,7.199057,4.755135,-1.5218340861429533,-0.17113626834978496,0,0,0
QN4_cov,CC1=C(C=C(C=C1)NC(=O)CN2C(=O)C(=C(C=N2)Cl)Cl)S(=O)(=O)N,389.99563122399996,6,2,1.1446199999999997,124.14999999999999,0.15384615384615385,2,11,4,28.316292,-9.461599,6.108713,6.9834924,-1.0659607836132206,0.5670363858415476,0,0,0
QMM_2_cov,C[C@@H](C(=O)N[C@@H](CCC(=O)N(C)C)C(=O)CN1C(=O)C2=CC=CC=C2C(=O)N1)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)C,629.317311336,9,5,-0.8276999999999921,208.63999999999996,0.5333333333333333,2,15,15,-29.07924,-60.752274,0.70935786,7.6720667,1.9775747536239225,-1.1081581544320376,0,0,0
QMM_1_cov,C[C@@H](C(=O)N[C@@H](CCC(=O)N(C)C)C(=O)CF)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)C,487.28061215599996,6,4,-0.5615999999999937,153.78,0.7272727272727273,0,12,14,-28.749842,-60.11304,1.2518622,7.854828,1.4695434911729734,-2.5108096817373933,0,0,0
QML_cov,C=CC(=O)N(C1=CN=CC2=CC=CC=C21)C(=O)[C@@H]3COC4=C3C=C(C=C4)Cl,378.07712002000005,4,0,4.110000000000003,59.5,0.09523809523809523,4,6,3,19.449581,45.067413,9.540065,5.850806,-1.3174643753900461,1.9279230530377292,0,0,0
QMK_cov,C1=C(N=NN1[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)CCNC(=O)CCl,559.9877388899998,13,7,-1.8618999999999999,269.31999999999994,0.7272727272727273,2,22,12,-61.33458,45.46256,3.3160257,-0.7890016,-1.1402045612910763,-0.671217081699001,0,0,0
QL9_cov,CN(C)CCSSCCN(C)C(=O)C1=CC(=C(C=C1)C=O)Br,404.022782012,5,0,3.276600000000002,40.620000000000005,0.4666666666666667,1,7,9,48.42457,-12.360528,8.519934,10.132664,-1.2007925955960708,0.0648234327961953,0,0,0
QL2_cov,CCN1C=NC2=C(N=C(N=C21)C#N)NC3=CC(=CC(=C3)F)F,300.09350076,6,1,2.739680000000001,79.42,0.14285714285714285,3,8,3,-5.5651913,28.517855,7.393344,5.150552,-1.294995629569533,0.3156268599233609,0,0,0
QL0_cov,CN(C)CCSSCCN(C)C(=O)C1=CC=CC(=C1)C=O,326.112269944,5,0,2.514100000000001,40.620000000000005,0.4666666666666667,1,6,9,48.78764,-13.079897,8.379979,10.095031,-1.185368844328793,0.08159926472690911,0,0,0
QKV_cov,C1CN(CCC12OCC3=C(O2)C=CC(=C3)Br)C(=O)NC4=CC=CC=C4F,420.048482756,3,1,4.5214000000000025,50.800000000000004,0.3157894736842105,4,7,1,0.07203215,13.6949005,6.893784,4.6484265,-0.9201046998308055,0.8297989451378267,0,0,0
QJN_cov,C(CCCCO[C@@H]1[C@H](O[C@@H]([C@@H]([C@H]1O)O)O[C@@H]2[C@H]([C@H]3[C@H](O3)[C@@H]([C@H]2O)O)CO)CO)CCCN,465.25739644799995,11,7,-2.393599999999994,187.62,1.0,3,11,13,-63.294323,22.446611,5.1301,-0.2766022,-1.529413583991463,-2.0719454233165684,0,0,0
QHR_cov,CC1=C(C(=NN1C)COC2=CC(=C(C=C2)C#C)C=O)C3=CC=CC4=C3NC(=C4CCCOC5=CC=CC6=CC=CC=C65)C(=O)O,597.226371092,6,2,7.112620000000007,106.44000000000001,0.16216216216216217,6,8,11,-10.6573105,46.37435,8.069046,3.6951218,-0.8205481940712328,0.9579135100739186,0,0,0
QH9_cov,CN(CC#C)C(=O)C1=CN=CC(=C1)C2=CC3=C(NC=C3C4=C(C=C(C(=C4)C=O)C#C)OC)N=C2,448.15354049999996,5,1,3.7995000000000028,88.18,0.1111111111111111,4,7,6,-15.909642,50.53035,8.151356,3.6252139,-0.7507581177448603,0.9305449638920799,0,0,0
QH4_cov,CN1CCC[C@H]1COC2=NC3=C(CCN(C3)C4=CC=CC5=CC=CC=C54)C(=N2)N6CCN([C@H](C6)CC#N)C(=O)C=C,551.3008734240001,8,0,3.7823800000000025,88.83000000000001,0.4375,6,9,7,19.221361,53.66764,8.90057,7.4603405,-0.4798048913079182,2.837035855314064,0,0,0
QH0_cov,CC(C)C[C@@H](C(=O)N[C@@H](C[C@H]1CCNC1=O)/C=C/[N+](=O)[O-])NC(=O)OCC2=CC=CC=C2,446.21653467999994,6,3,2.1289,139.67,0.5,2,10,11,5.6014876,-86.192764,-2.448092,6.95297,4.786687343087158,0.29546061482122277,0,0,0
QFS_cov,B(C1=CC(=CC=C1)OC)(O)O,152.064474548,3,2,-0.6250000000000001,49.69,0.14285714285714285,1,4,2,-5.2041326,14.328945,8.054196,3.242718,-1.5854875893361364,-0.4774815639925113,0,0,Frag145
QEW_cov,COC1=C(C=C(C(=C1)C#C)C=O)C2=CC3=C(C=C2)N=C(S3)NC(=O)NCC=O,393.07832696,6,2,3.086100000000001,97.38999999999999,0.1,3,8,6,24.126024,-8.973713,6.76078,5.907553,-0.582682070244751,0.958288105942061,0,0,0
QE8_cov,C1[C@@H]([C@H]([C@@H]([C@@H]([C@H]1OC[C@@H]2[C@H]([C@@H]([C@@H]([C@@H]3[C@H]2O3)O)O)O)O)O)O)CO[C@@H]4[C@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O,498.1948557679998,14,10,-6.2293999999999885,242.51999999999995,1.0,4,14,7,-61.12689,24.04161,5.0084395,0.051377375,-1.2954818934821133,-1.3840904381339885,0,0,0
QDO_cov,C1=CC=C2C(=C1)N(C(=C([N+]2=O)CBr)CBr)[O-],345.89525169599995,3,0,2.6915000000000013,50.96,0.2,2,6,2,4.3996325,16.45969,6.752694,5.1841626,-1.5271025988235531,-0.5783650361519916,0,0,0
QCF_cov,CN(C)CCC(=O)C1=CC=CS1,183.071785036,3,0,1.8825,20.310000000000002,0.4444444444444444,1,3,4,40.34743,11.344359,6.9266376,6.5216436,-1.1571050353689052,-0.4424402948350328,0,0,0
QC7_cov,C[C@H]1[C@H]3[C@H](CC[C@]1(C)[C@H](C)[C@H](C)CCC(=O)CF)[C@]2(CC[C@H](C[C@H]2C[C@H]3O)O)C,410.319623456,3,2,5.177900000000007,57.53,0.96,3,4,6,-37.8449,-14.459959,3.8523073,4.4083557,0.4039497893168832,-1.0097056227285506,0,0,0
QAO_cov,C1=CC(=CC(=C1)F)CCNC(=O)[C@@H](C2=CN=CC=C2)N(C3=CC=C(C=C3)S(F)(F)(F)(F)F)C(=O)C(Cl)Cl,585.047922528,3,1,7.115000000000004,62.300000000000004,0.17391304347826086,3,14,9,69.52963,-21.443192,11.799381,3.9314935,-0.47444193164889503,-0.49044819413498825,0,0,0
Q9D_cov,C(C(=O)[C@H](CC1=CC(=CC=C1)[N+](=O)[O-])NC(=O)OCC2=CC=CC=C2)=[N+]=[N-],368.112069612,5,1,2.3020000000000005,134.94000000000003,0.16666666666666666,2,9,8,6.098576,-43.675797,1.984714,5.93582,0.8918588467327383,-0.7053751047630442,0,0,0
Q93_cov,C1C[C@@H]2C[C@H]1[C@@H]([C@@H]2C(=O)O)C(=O)N3CCN(CC3)C4=CC=C(C=C4)F,346.16927081600005,3,1,2.2211999999999996,60.85,0.5789473684210527,4,6,3,49.65307,18.244164,7.336308,6.529744,-0.9963104863028389,0.5649463002091576,0,0,0
Q8F_cov,CC1=C(C=CC(=C1)C(F)(F)F)NC(=O)C2=C(C=C(C(=C2)C(=O)NCC3=C(C=C(C=C3)F)COCCOC)F)Cl,570.1344760279999,4,2,6.290720000000005,76.66000000000001,0.25925925925925924,3,12,10,18.604334,-4.3076105,6.0723214,6.311647,-0.8934496630746828,0.20494620601969518,0,0,0
Q85_cov,COC1=CC=C(C=C1)CN2C(=O)C3=CC=CC=C3[Se]2,319.01114995600005,3,0,2.1153999999999997,31.23,0.13333333333333333,3,4,3,15.72669,28.549963,8.134072,6.244199,-0.9416241777967551,-0.18415451699417404,0,0,0
Q84_cov,CC(=O)C=NC1=C(NC(=O)NC1=O)NCC[C@@H]([C@@H](CO)O)O,314.12263429599994,8,6,-2.1293999999999986,167.87,0.5,1,10,8,-42.5779,-8.601129,4.4342227,2.0132813,0.11152391148426774,-1.1227229437863526,0,0,0
Q81_cov,CC(=O)C=NC1=C(NC(=O)NC1=O)NC[C@@H](C[C@@H](CO)O)O,314.12263429599994,8,6,-2.1293999999999986,167.87,0.5,1,10,8,-43.351334,-8.694879,4.5134654,1.9870929,0.16909798991665448,-1.0284213366999635,0,0,0
Q7W_cov,C1=CC=C2C(=C1)C(=O)N([Se]2)CC3=CC(=CC=C3)Cl,322.96161292,2,0,2.760200000000001,22.0,0.07142857142857142,3,4,2,14.976189,27.691765,8.079634,6.0462565,-1.2175259546247437,0.046349050181639366,0,0,0
Q7T_cov,C1=CC=C(C=C1)CN2C(=O)C3=CC=CC=C3[Se]2,289.000585272,2,0,2.1068,22.0,0.07142857142857142,3,3,2,15.0192995,28.136507,8.180274,5.92398,-1.046919040595407,-0.3958194982992806,0,0,Frag146
Q7S_cov,CC(=O)C=NC1=C(NC(=O)NC1=O)NCCCO,254.101504928,6,4,-0.8511999999999997,127.41000000000001,0.4,1,8,6,-42.656425,-9.77446,4.7200828,2.2239745,-0.37558512117803555,-0.8254548985264746,0,0,0
Q7R_cov,C1CN(CCN1C(C2=CC=CC=C2)C3=CC=CC=C3)C(=O)CCl,328.134240972,2,0,3.1590000000000016,23.55,0.3157894736842105,3,4,4,42.014576,4.0789375,6.908079,8.010737,-0.7048059450320365,-0.25983316019499964,0,0,0
Q7P_cov,CC(=O)C=NC1=C(NC(=O)NC1=O)NCCCCO,268.117154992,6,4,-0.4611,127.41000000000001,0.45454545454545453,1,8,7,-42.634357,-9.852318,4.725601,2.1521149,-0.37752841978470253,-0.8321743369926347,0,0,0
Q7N_cov,COC1=CC=CC(=C1)CN2C(=O)C3=CC=CC=C3[Se]2,319.01114995600005,3,0,2.1153999999999997,31.23,0.13333333333333333,3,4,3,15.804178,28.3768,7.970189,5.940373,-0.9104048596590547,-0.004561857931114794,0,0,0
Q7J_cov,CC(=O)C=NC1=C(NC(=O)NC1=O)NC[C@@H]([C@@H](CCO)O)O,314.12263429599994,8,6,-2.1293999999999986,167.87,0.5,1,10,8,-42.753162,-8.696691,4.413867,2.0176961,0.09300080978223345,-1.071521553515234,0,0,0
Q7C_cov,C1CS(=O)(=O)C[C@H]1N(CCC(=O)N)C(=O)CCl,282.04410564000005,4,1,-0.8836999999999979,97.53999999999999,0.7777777777777778,1,8,5,-10.737196,-0.3335675,5.481794,5.437871,-0.822717711916998,-0.4581791796834165,0,0,0
Q6U_cov,C#CCN1CCN(CC1)C(=O)CCl,200.071640716,2,0,0.0026000000000001577,23.55,0.6666666666666666,1,4,2,40.985546,3.898812,6.911688,7.6163754,-1.2964427172234263,-0.3746975544751709,0,0,Frag147
Q6H_cov,C1COCCN1C(=O)C2=CC(=CC=C2)N3C(=O)C4=C([Se]3)C=CC(=C4)F,406.02319186000005,4,0,1.6592000000000002,51.54,0.2222222222222222,4,7,2,13.856873,32.205936,8.250856,6.298868,-1.3655797485833068,0.8204451741918983,0,0,0
Q69_cov,C1=CC(=CC(=C1)Cl)[C@H](CO)NC(=O)CCl,247.016683952,2,2,1.7283999999999997,49.33,0.3,1,5,4,18.49289,-14.056832,5.601718,6.3983974,-0.4796462232053781,-0.7925422241551945,0,0,0
Q68_cov,CCCCCCCCN1[C@H]2[C@@H]1[C@@H]([C@H]([C@@H]([C@H]2CN3C=C(N=N3)CNC(=O)CCCCCN4C5=CC=CC=C5C(C4=CC=CC=CC6=[N+](C7=CC=CC=C7C6(C)C)C)(C)C)O)O)O,832.5483801400901,9,4,7.0808000000000115,129.76000000000002,0.56,7,11,20,-44.03894,-44.714386,5.1249127,1.4769725,-0.34194020593546154,-0.10043139456470218,0,0,0
Q5X_cov,COC1=CC=CC=C1CNC(=O)C2=CC(=C(C=C2F)Cl)C(=O)NC3=C(C=C(C=C3)C4COC4)F,486.11579127199997,4,2,4.922900000000003,76.66,0.2,4,9,7,19.202559,-4.896146,6.3194776,6.6252184,-0.37512819300144884,0.8163988177248551,0,0,0
Q5W_cov,CC(=O)OC(C1=CC2=C(C=C1)C=C(C=C2)C#C)C(=C)C(=O)OC,308.10485899199995,4,0,3.1545000000000014,52.60000000000001,0.15789473684210525,2,4,4,-3.0365396,-5.202675,7.0551267,2.3573449,-0.7505838992814219,-0.2045026188953398,0,0,0
Q5O_cov,CC1=C(C=CC(=C1)OC(F)F)NC(=O)C2=C(C=C(C(=C2)C(=O)NCC3=CC=C(C=C3)F)F)Cl,480.08638296400005,3,2,5.710320000000003,67.42999999999999,0.13043478260869565,3,10,7,18.743511,-4.2265773,6.1596994,6.6027493,-0.4256259778859871,-0.08097107520151946,0,0,0
Q56_cov,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C=O)NC(=O)OCC3=CC2=CC=CC=C2C=C3,453.22637109199997,5,3,2.6906000000000008,113.60000000000001,0.44,3,8,10,6.0356097,-87.68557,-2.1553638,7.298319,4.783012594328421,0.7666961824693017,0,0,0
Q4F_cov,C1[C@H]2CN([C@@H]1CN2C(=O)CCl)CC3=CC(=CC=C3)Cl,298.06396849199996,2,0,2.3639,23.55,0.5,3,5,3,41.86939,-2.588895,6.577779,8.015517,-0.4312584862973896,0.633083246651489,0,0,Frag148
Q4C_cov,CC1=CC(=CN=C1NC(=O)C2=C(C=C(C(=C2)C(=O)NCC3=CC(=C(C=C3)F)F)F)Cl)N4CCOCC4,518.133252904,5,2,4.479620000000002,83.56,0.24,4,11,6,19.2608,-3.405019,6.1183314,6.6914163,-0.8387181395002473,1.3651091402701596,0,0,0
Q33_cov,C1=CC=C(C=C1)CNC(=O)C2=CC(=C(C(=C2)Cl)Cl)C(=O)NC3=CC=CC=C3,398.058883112,2,2,5.175700000000003,58.2,0.047619047619047616,3,6,5,16.194464,-4.26771,6.267715,5.8927474,-0.9555891857607333,-0.2119511082498827,0,0,0
Q2Y_cov,C(=O)[C@H](CC(=O)O)NC(=O)CC1=CC=C(S1)CNC(=O)C2=CC=C(C=C2)NC4=CN=C3C=CC=CC3=N4,517.141989836,8,4,3.0658000000000003,150.38,0.15384615384615385,4,11,11,-10.853152,-14.550794,4.327727,5.0031977,0.04087743059971333,-0.266000902010506,0,0,0
Q2X_cov,C1=CC=C(C=C1)CNC(=O)C2=CC(=C(C=C2)Cl)C(=O)NC3=CC=CC=C3,364.097855464,2,2,4.522300000000003,58.2,0.047619047619047616,3,5,5,16.209019,-4.2594056,6.641156,6.10775,-0.9560046191328719,-0.23150826060352286,0,0,0
Q2J_cov,C1OC2=CC(=C(C=C2O1)I)SC3=NC4=C(N=CN=C4N3CCCNCC5=CC(=CC=C5)S(=O)(=O)F)N,642.0016213400002,11,2,3.7311000000000005,134.25,0.22727272727272727,5,14,9,-30.142788,60.877068,7.652148,5.7022696,-1.1293265177370566,0.8543219800300357,0,0,0
Q2A_cov,C1C[C@@H](CN(C1)CC2=CC(=CC=C2)S(=O)(=O)F)CN3C4=NC=NC(=C4N=C3SC5=C(C=C6C(=C5)OCO6)I)N,682.032921468,11,1,4.463400000000004,125.46000000000001,0.32,6,14,7,-30.143309,60.876762,7.409898,5.71328,-0.8065681723234776,1.5690311692646575,0,0,0
Q1N_cov,CC1=NOC(=C1)CC(=O)N[C@@H](CS(=O)(=O)N2CCN(CC2)C3=CC=CC=N3)C(=O)NCC#N,475.1637879000001,9,2,-0.8028999999999957,161.53,0.45,3,13,9,11.729705,-31.201143,4.8637013,6.7537317,0.343261731111965,0.326086755455279,0,0,0
Q1B_cov,C1=CC2=C(C=C1OC(F)(F)F)C(=O)C(=O)N2,231.014327648,3,1,1.7199999999999995,55.400000000000006,0.1111111111111111,2,7,1,7.560684,33.882263,8.795717,4.7936916,-1.4528068929130942,0.08534782358544149,0,0,Frag149
PZN_cov,CCCCCCN(C)CC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC)N1C=C(N=C(C1=O)NCC2=NON=C2C)C(C)(C)C,575.3431321600001,11,3,2.836120000000003,172.55,0.6785714285714286,2,13,17,-27.324312,-4.1825657,3.5950444,3.5979724,0.5110986494697426,-0.7390784901218085,0,0,0
PYR_1_cov,C(C(=O)C(=O)O)Br,165.926556056,2,1,0.034999999999999976,54.370000000000005,0.3333333333333333,0,4,2,-19.595304,-0.5718272,4.6022944,4.0692873,-1.503191191673025,-1.7515234530606925,0,0,Frag150
PYD_cov,CC1=C(N=C(N=C1Cl)C)N,157.040674936,3,1,1.3290399999999998,51.8,0.3333333333333333,1,4,0,-4.560395,30.541315,6.521987,4.241083,-1.7346856846885532,-0.5825343499755262,0,0,Frag151
PY4_cov,CC1=NC=C(C(=C1O)C=N[C@H](C=C)C(=O)O)COP(=O)(O)O,330.06168744999997,6,4,0.7630199999999998,149.54,0.25,1,10,7,-58.370285,3.0201616,4.105581,1.7122679,-0.7619141495722255,-0.2564121290729697,0,0,0
PXW_cov,C1C[C@@H]2[C@@H](C[C@H]1N2C#N)NC(=O)C3=C(C=C(C=C3)C4=CC(=CC=C4)C5(CC5)C#N)Cl,416.14038897200004,4,1,4.378360000000003,79.92,0.375,5,6,4,21.280684,13.132666,6.5611796,5.344633,-0.6294966252437343,1.2631430766775915,0,0,0
PXH_cov,CC1([C@@H](N2[C@H](S1)[C@H](C2=O)[C@@H](CCC3=CC=CS3)O)C(=O)O)C,341.07555008799994,5,2,1.8047,77.84,0.6,3,7,5,-56.207478,-21.302135,7.5288787,0.32249814,-0.23191546541571495,-0.6361866341332311,0,0,0
PX5_cov,C1=CC=C2C(=C1)N=C(S2)C3(C=CC(=O)C=C3)O,243.035399528,4,1,2.1790000000000007,50.19,0.07692307692307693,3,4,1,1.9206951,22.999987,7.338058,4.2175894,-1.6720492017327648,-0.15594172731598782,0,0,0
PVS_cov,C=CS(=O)(=O)C1=CC=CC=C1,168.024500496,2,0,1.6038000000000001,34.14,0.0,1,3,2,22.516388,38.803577,8.504813,5.723893,-1.473644470767296,0.07335013292413511,0,0,Frag152
PV6_cov,C1=CC=C2C(=C1)C(=O)NS2,151.00918478,2,1,1.5895999999999997,32.86,0.0,2,3,0,5.4749794,27.777822,7.6218615,4.3757424,-1.403027791444863,-0.2585055317177814,0,CNP0071078.0,Frag153
PUO_cov,CC#CC1=C(C(=C2C(=C1)CN3CCN(C[C@@H]3CO2)C(=O)C=C)F)C4=C(C=CC=C4Cl)O,440.13029846399996,4,1,3.8143000000000034,53.010000000000005,0.2916666666666667,4,7,2,17.512403,58.44019,9.410034,7.7920027,-1.1258350742310004,2.4608411513828963,0,0,0
PTH_cov,CCCCCN(CCCCC)C(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC1=CC(=C(C=C1)OP(=O)(O)O)C=O)NC(=O)C,599.2607811739999,7,5,2.5764000000000014,199.64,0.5925925925925926,1,14,20,-12.823693,-44.974754,2.90551,6.451443,0.9167906673111011,-1.5548369931976695,0,0,0
PSX_cov,CC[C@H]1[C@H]([C@H](OC(O1)(C)C)CP(=O)(OC2=CC=CC=C2)OC3=CC=CC=C3)C,404.175260658,5,0,5.903700000000006,53.99000000000001,0.45454545454545453,3,6,7,6.1228175,13.071108,6.6581044,5.2717,-0.8189293023866284,-0.5545596726880518,0,0,0
PSN_cov,C1=CC=C(C=C1)CO[P](=O)(O)OC2=CC=CC=C2C=O,292.050060146,4,1,3.195100000000002,72.83000000000001,0.07142857142857142,2,6,6,-15.8051195,45.757233,6.7339377,3.6357663,-0.9608626131839677,-0.6460067668750163,0,CNP0583513.1,0
PSK_cov,CC[C@@H]([C@@H](C)C(=O)CP(=O)(OC1=CC=CC=C1)OC2=CC=CC=C2)O,362.128310466,5,1,4.3136000000000045,72.83000000000001,0.3157894736842105,2,6,9,-8.04526,-5.983805,5.0406694,5.0086117,-0.3244798165900258,-1.3842607326222505,0,0,0
PRK_cov,C=CC(=NCCCC[C@@H](C(=N[C@@H](C(C)C)C(=N[C@@H](CCCNC(=N)N)C(=N)O)O)O)N=C([C@@H]1CCCN1C([C@H](CCCNC(=N)N)N=C([C@H](C(C)C)N=C([C@H](CCSC)N=C([C@H](C)N=C([C@H](C(C)C)N=C([C@@H]2CCCN2C([C@H](CCCNC(=N)N)N=C([C@H](CC(C)C)N=C([C@H](CCCCN)N=C(C)O)O)O)=O)O)O)O)O)O)=O)O)O,1644.013369555999,20,24,7.11837999999999,687.5000000000003,0.7297297297297297,2,41,54,-25.19517,-28.210121,3.7182796,6.909738,1.2081544756444638,-0.19873641431098096,0,0,0
PRD005_cov,C[C@@H](C(=O)N[C@@H](C1CCCCC1)C(=O)N2CCC[C@H]2C(=O)N[C@@H]3CCC4=C3C=CC=C4OS(=O)(=O)F)NC,552.241784124,7,3,2.0471999999999997,133.91,0.6538461538461539,4,12,9,-13.841496,-31.417538,2.6732223,9.055742,1.1092125428482937,0.7121011366854864,0,0,0
PRD004_cov,CCCCC1=CC=C(C=C1)OCC[C@@H](CC2=CC=CC=C2)NC(=O)C(=O)[C@H](C)NC(=O)[C@H](CC3=CN=C[N]3)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](C(C)C)NC(=O)C,829.4724692919999,9,7,1.6611000000000071,262.66,0.4883720930232558,3,17,26,-15.668728,-41.723278,2.8131962,7.6349382,1.8353804406923506,-1.9112899513018353,0,0,0
PRD003_cov,CC(=O)NCC(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC2=CN=C[N]2)C=O,384.167179184,5,3,-0.5884999999999976,130.83,0.3157894736842105,2,9,10,-2.8152316,-46.324818,1.713933,6.691825,1.603527694868077,-1.0072408210078265,0,0,0
PRD002_cov,C[C@@H](C(=O)N[C@@H](CC(=O)OC)C(=O)CF)NC(=O)[C@H](C(C)C)NC(=O)OCC1=CC=CC=C1,467.20677851999994,7,3,1.0286000000000004,139.89999999999998,0.5,1,11,12,-5.327889,-51.930145,1.6084106,6.9014416,1.6694589569616634,-1.3658551341178462,0,0,0
PRD001_cov,CC(C)C[C@@H](C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)CCl)NC(=O)[C@H](CCCCN)N,940.493751468,11,10,-0.12209999999999799,329.88999999999993,0.5434782608695652,2,20,31,-11.375069,-42.915653,2.4677815,7.1995873,1.9737745456723563,-2.284300735540721,0,0,0
PQI_cov,CC1=C(C2=C(C=C1)NN=C2)C3=C(C4=C(CN5CCN(C[C@H]5CO4)C(=O)C=C)C=C3)Cl,422.15095365599996,4,1,3.7829200000000016,61.46,0.30434782608695654,5,7,2,26.598627,61.62456,10.154087,8.0214205,-0.9839532707648246,3.08944729470887,0,0,0
PPB_cov,B([C@H](CC1=CC(=CC=C1)C#N)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC3=CC=CC=C3)N)(O)O,434.212535744,6,4,0.1585800000000006,139.68,0.34782608695652173,3,9,8,-3.6705043,-31.073406,3.9227233,8.273009,1.0066064830751966,0.009370266545178516,0,CNP0551214.1,0
POT_cov,CC[C@@H](COC1=CC=CC=C1)O[P@](=O)(C)Cl,262.05255868200004,3,0,3.9223000000000035,35.53,0.45454545454545453,1,5,6,-6.7726326,-3.9640892,6.2050657,5.0626845,-0.7046142175058445,-0.9172895669016151,0,CNP0573042.2,0
POS_cov,CC(C)C[C@@H](C(=O)NCC(=O)CNS(=O)(=O)C1=CC=C(C=C1)OC2=CC=CC=C2)NC(=O)C3=CC=NC=C3,538.18860568,7,3,2.6822,143.56,0.25925925925925924,3,11,13,9.727895,-50.09885,2.2225275,5.999822,1.033446824429817,-1.0340060516152831,0,0,0
PN8_cov,C([C@@H]1[C@H]([C@@H]([C@H]([C@H]2[C@@H]1O2)O)O)O)N=[N+]=[N-],201.074955832,5,3,-1.2234,121.98,1.0,2,7,2,-56.829132,22.23955,5.47821,0.60989493,-1.4274094245051745,-1.7818588793157977,0,0,0
PMQ_cov,C1=CC=C(C=C1)CNC(=O)N2C(=O)C3=CC=CC=C3S2(=O)=O,316.051777864,4,1,1.7409000000000001,83.55000000000001,0.06666666666666667,3,7,2,12.667831,-6.8370395,6.0510445,5.8878756,-0.6249504873149959,-0.35995653235168384,0,0,0
