CBID,Warhead-01,Warhead-02
G5U_cov,Acrylamide,Michael_Acceptor
G6K_cov,Acrylamide,Michael_Acceptor
G74_cov,Acrylate,Michael_Acceptor
G75_cov,Acrylate,Michael_Acceptor
G7F_cov,Acrylamide,Michael_Acceptor
G7J_cov,Conjugated_System,Conjugated_System
G7L_cov,Acrylamide,Michael_Acceptor
G7O_cov,Acrylamide,Michael_Acceptor
G7Z_cov,Acrylamide,Michael_Acceptor
G81_cov,Acrylate,Michael_Acceptor
G82_cov,Acrylate,Michael_Acceptor
G83_cov,Acrylate,Michael_Acceptor
G84_cov,Acrylate,Michael_Acceptor
G85_cov,Acrylate,Michael_Acceptor
G86_cov,Acrylate,Michael_Acceptor
G8Q_cov,Disulfide,Disulfide
G8T_cov,Disulfide,Disulfide
G9B_cov,Acrylamide,Michael_Acceptor
G9N_cov,α-haloamide,Halohydrocarbon
GAF_cov,Glycosyl_Halide,Glycoside
GAL_cov,Glycoside,Glycoside
GAU_1_cov,Epoxide@Ketone,Epoxide@Carbonyl
GAU_2_cov,Epoxide@Ketone,Epoxide@Carbonyl
GB_1_cov,Halophosphonate,Phosphonate
GB_2_cov,Halophosphonate,Phosphonate
GBG_cov,Haloacetamidine,Halohydrocarbon
GBS_1_cov,Ester,Ester
GBS_2_cov,Ester,Ester
GBS_3_cov,Ester@Vinyl_Sulfone,Ester@Vinyl_Sulfone
GD1_cov,Nitrile,Nitrile
GDI_cov,Nitrile,Nitrile
GDT_cov,Acrylamide,Michael_Acceptor
GE8_cov,Disulfide,Disulfide
GEG_cov,Alkyne,Alkyne
GEH_cov,Disulfide,Disulfide
GES_cov,Azanitrile,Nitrile
GF5_cov,Sulfonyl_Halide,Sulfonyl_Halide
GF8_cov,Disulfide,Disulfide
GFX_cov,Acrylate@Alkenyl_Halide,Michael_Acceptor@Vinyl_Halide
GG7_cov,Phosphonate_Ester,Phosphonate
GH4_cov,Nitrile,Nitrile
GHS_cov,Ester,Ester
GHV_cov,Aldehyde,Aldehyde
GHY_cov,Aldehyde,Aldehyde
GHZ_cov,Aldehyde,Aldehyde
GIS_cov,4-halo-α-pyrone,4-halo-α-pyrone
GIT_cov,Haloacetamide,Halohydrocarbon
GJ1_cov,Aldehyde,Aldehyde
GJ3_cov,Haloacetamide,Halohydrocarbon
GJ7_cov,Acrylamide,Michael_Acceptor
GJA_cov,Acrylamide,Michael_Acceptor
GJD_cov,Acrylamide,Michael_Acceptor
GJJ_cov,Acrylamide,Michael_Acceptor
GJY_cov,Halophosphonate,Phosphonate
GK2_cov,Boronic_Acid,Boronic_Acid
GKO_cov,Azanitrile,Nitrile
GLC_1_cov,Glycosyl_Halide,Glycoside
GLC_2_cov,Glycoside,Glycoside
GLC_3_cov,Glycoside,Glycoside
GLC_4_cov,Glycoside,Glycoside
GLJ_cov,Carboxylic_Acid,Carboxylic_Acid
GLO_cov,Aldehyde,Aldehyde
GLZ_cov,Aldehyde,Aldehyde
GN9_cov,Acrylamide,Michael_Acceptor
GOA_cov,Aldehyde,Aldehyde
GPT_cov,β-lactone,Lactone
GQH_cov,Vinyl_Sulfone,Vinyl_Sulfone
GQQ_cov,Vinyl_Sulfone,Vinyl_Sulfone
GQT_cov,Vinyl_Sulfone,Vinyl_Sulfone
GQU_cov,Aldehyde,Aldehyde
GR1_cov,γ-lactone,Lactone
GR2_cov,Ether,Ether
GR3_cov,γ-lactone,Lactone
GR4_cov,γ-lactone,Lactone
GRD_cov,α-ketoamide,Carbonyl
GRT_cov,Vinyl_Sulfone,Vinyl_Sulfone
GRW_cov,Vinyl_Sulfone,Vinyl_Sulfone
GSG_cov,Carbamate,Carbamate
GSH_cov,Unclassified,Unclassified
GT5_cov,Vinyl_Sulfone,Vinyl_Sulfone
GT8_cov,Epoxide@Ketone,Epoxide@Carbonyl
GTW_cov,Vinyl_Sulfone,Vinyl_Sulfone
GUL_cov,Glycosyl_Halide,Glycoside
GUT_cov,Acrylamide,Michael_Acceptor
GUW_cov,Acrylamide,Michael_Acceptor
GUZ_cov,Glycoside,Glycoside
GVE_1_cov,Acrylate,Michael_Acceptor
GVE_2_cov,Acrylate,Michael_Acceptor
GVE_3_cov,Acrylate,Michael_Acceptor
GVW_cov,Epoxide@Ketone,Epoxide@Carbonyl
GVZ_cov,Epoxide@Ketone,Epoxide@Carbonyl
GW7_cov,Alkyne,Alkyne
GW9_cov,Aryl_Halide,Aryl_Halide
GWK_cov,Epoxide@Ketone,Epoxide@Carbonyl
GWT_cov,Epoxide@Ketone,Epoxide@Carbonyl
GXP_cov,Ketone,Carbonyl
GXS_cov,Ketone,Carbonyl
GYL_cov,Acrylamide,Michael_Acceptor
H0E_cov,Ketone,Carbonyl
H0O_cov,Acrylamide,Michael_Acceptor
H2A_cov,β-lactam,Lactam
H2T_cov,Acrylamide,Michael_Acceptor
H2X_cov,Unclassified,Unclassified
H37_cov,α-halomethyl_Ketone,Halohydrocarbon
H40_cov,Acrylamide,Michael_Acceptor
H5X_cov,Sulfonyl_Halide,Sulfonyl_Halide
H60_cov,Aldehyde,Aldehyde
H62_cov,Aziridine,Aziridine
H63_cov,Aldehyde,Aldehyde
H6F_cov,Aldehyde,Aldehyde
H6I_cov,Sulfonyl_Halide,Sulfonyl_Halide
H6L_cov,Aldehyde,Aldehyde
H6N_cov,Aldehyde,Aldehyde
H6R_cov,Aldehyde,Aldehyde
H74_cov,Acrylamide,Michael_Acceptor
H7J_cov,α-halomethyl_Ketone,Halohydrocarbon
H7N_cov,Phosphonate_Ester,Phosphonate
H88_cov,Acrylamide,Michael_Acceptor
H8E_cov,α-ketoamide,Carbonyl
H8L_cov,Nitroso,Nitroso
H8S_1_cov,Acrylamide,Michael_Acceptor
H8S_2_cov,Acrylamide,Michael_Acceptor
H8V_cov,Acrylamide,Michael_Acceptor
H8Z_cov,Acrylamide,Michael_Acceptor
H9A_cov,Halophosphonate,Phosphonate
H9B_cov,Nitrile,Nitrile
H9H_cov,Nitrile,Nitrile
H9J_cov,Epoxide,Epoxide
H9M_cov,Acrylamide,Michael_Acceptor
H9P_cov,Acrylamide,Michael_Acceptor
H9T_cov,Aziridine,Aziridine
HB4_cov,Azanitrile,Nitrile
HB5_cov,Nitrile,Nitrile
HBE_cov,Epoxide,Epoxide
HC4_cov,Thioester,Thioester
HCS_cov,Thioether,Thioether
HD5_cov,Boronic_Acid,Boronic_Acid
HDB_cov,Boronic_Acid,Boronic_Acid
HDS_cov,Sulfonyl_Halide,Sulfonyl_Halide
HE0_cov,β-lactam,Lactam
HE4_cov,Ester,Ester
HEE_1_cov,Phosphonate_Ester,Phosphonate
HEE_2_cov,Halophosphonate,Phosphonate
HEE_3_cov,Halophosphonate,Phosphonate
HER_cov,Conjugated_System,Conjugated_System
HF0_cov,Conjugated_System,Conjugated_System
HF2_cov,Unclassified,Unclassified
HF8_cov,Cyclosulfate,Alpha-Cyclosulfate
HFH_cov,Ketone,Carbonyl
HHL_cov,Acrylamide,Michael_Acceptor
HI5_cov,Phosphate_Ester,Phosphonate
HIN_cov,α-halomethyl_Ketone,Halohydrocarbon
HJ2_cov,β-lactam,Lactam
HJ3_cov,β-lactam,Lactam
HJ6_cov,Sulfonyl_Halide,Sulfonyl_Halide
HJ9_cov,Aldehyde@Boronic_Acid,Aldehyde@Boronic_Acid
HJA_cov,β-lactam,Lactam
HK2_cov,Epoxide,Epoxide
HKH_cov,Ketone,Carbonyl
HKI_cov,Acrylamide,Michael_Acceptor
HKW_cov,Epoxide,Epoxide
HLB_cov,Aziridine,Aziridine
HM3_cov,Aryl_Halide,Aryl_Halide
HMY_cov,αβ-unsaturated_Carbonyl,Michael_Acceptor
HNO_cov,Aryl_Sulfone,Sulfonyl
HNU_cov,Alkene,Alkene
HOQ_cov,β-lactam,Lactam
HOV_cov,Acrylate,Michael_Acceptor
HQ8_cov,Epoxide,Epoxide
HQC_cov,Aldehyde,Aldehyde
HQE_cov,αβ-unsaturated_Carbonyl,Michael_Acceptor
HQV_cov,Alkyl_Halide,Halohydrocarbon
HQZ_cov,Boronic_Acid,Boronic_Acid
HSE_cov,Unclassified,Unclassified
HTS_cov,Thiol,Thiol
HTU_cov,Thiol,Thiol
HU1_cov,α-ketoamide,Carbonyl
HU2_cov,α-ketoamide,Carbonyl
HU4_cov,α-ketoamide,Carbonyl
HUD_cov,α-ketoamide,Carbonyl
HUJ_cov,Boronic_Acid,Boronic_Acid
HUY_cov,α-halomethyl_Ketone,Halohydrocarbon
HVP_cov,Sulfonyl_Halide,Sulfonyl_Halide
HVW_cov,Alkyne,Alkyne
HVY_cov,Acrylamide,Michael_Acceptor
HVZ_cov,β-sultam,Sultam
HY4_cov,Phosphonate_Ester,Phosphonate
HYE_cov,β-lactone,Lactone
HYR_cov,Isothiocyanate,Isothiocyanate
HZ6_cov,Acrylamide,Michael_Acceptor
HZH_cov,Ketone,Carbonyl
HZM_cov,Acrylamide,Michael_Acceptor
HZV_cov,Acrylamide,Michael_Acceptor
I0X_cov,α-diazomethyl_Ketone,Diazomethyl_Carbonyl
I0Y_cov,Aldehyde,Aldehyde
I10_cov,Ketone,Carbonyl
I12_cov,Acrylate,Michael_Acceptor
I1E_cov,αβ-unsaturated_Carbonyl,Michael_Acceptor
I1S_cov,Phosphonate_Ester,Phosphonate
I1W_cov,Ketone,Carbonyl
I1Z_cov,Nitrile,Nitrile
I22_cov,Ketone,Carbonyl
I3E_cov,αβ-unsaturated_Carbonyl,Michael_Acceptor
I3R_cov,Haloacetamide,Halohydrocarbon
I54_cov,Aldehyde,Aldehyde
I64_cov,Acrylamide,Michael_Acceptor
I65_cov,Acrylamide,Michael_Acceptor
I68_cov,Aldehyde,Aldehyde
I69_cov,Aldehyde,Aldehyde
I6T_cov,β-lactone,Lactone
I70_cov,α-ketoamide,Carbonyl
I71_cov,α-ketoamide,Carbonyl
I7H_cov,β-lactone,Lactone
I80_cov,Aldehyde,Aldehyde
I8H_cov,α-ketoamide,Carbonyl
I8K_cov,Boronic_Acid,Boronic_Acid
IAN_cov,Phosphonate_Ester,Phosphonate
IAP_cov,Boronic_Acid@α-haloamide,Boronic_Acid@Halohydrocarbon
IAQ_cov,Acrylamide,Michael_Acceptor
IAS_cov,Amide,Amide
IBR_cov,4-halo-α-pyrone,4-halo-α-pyrone
ICL_cov,4-halo-α-pyrone,4-halo-α-pyrone
ICU_cov,4-halo-α-pyrone,4-halo-α-pyrone
IDH_cov,Aryl_Halide,Aryl_Halide
IF6_cov,Aziridine,Aziridine
IFO_cov,β-lactam,Lactam
IGS_cov,Acrylamide,Michael_Acceptor
IGV_cov,Acrylamide,Michael_Acceptor
IH7_cov,Aldehyde,Aldehyde
IHE_cov,Nitrile,Nitrile
IHI_cov,Nitrile,Nitrile
IHJ_cov,Nitrile,Nitrile
IIQ_cov,Aldehyde,Aldehyde
IIW_cov,Aldehyde,Aldehyde
IIY_cov,Alkynyl_Halide,Alkynyl_Halide
IJI_cov,Alkynyl_Halide,Alkynyl_Halide
IK3_cov,Alkynyl_Halide,Alkynyl_Halide
IL0_cov,Epoxide@Ketone,Epoxide@Carbonyl
ILI_cov,Ketone,Carbonyl
IMP_cov,Purine,Purine
IN1_cov,Epoxide,Epoxide
IN2_cov,Carbamate,Carbamate
IN3_cov,Urea,Urea_carbonyl
IN6_cov,Hydrazide,Hydrazide
INA_cov,Urea,Urea_carbonyl
INC_cov,Haloacetamide,Halohydrocarbon
INK_cov,Halophosphonate,Phosphonate
INP_cov,Ketone,Carbonyl
IPD_cov,Phosphoric_Acid,Phosphonate
IPP_cov,Phosphonate,Phosphonate
IRK_cov,Aldehyde,Aldehyde
IRR_cov,Aldehyde,Aldehyde
IRW_cov,Aldehyde,Aldehyde
IRZ_cov,Aldehyde,Aldehyde
IS4_cov,Acrylamide,Michael_Acceptor
IS5_cov,Aldehyde,Aldehyde
IS7_cov,α-ketoamide,Carbonyl
IS9_cov,Disulfide,Disulfide
ISG_cov,Aldehyde,Aldehyde
ISM_cov,4-halo-α-pyrone,4-halo-α-pyrone
ISN_cov,α-ketoamide,Carbonyl
ITN_cov,Acrylate,Michael_Acceptor
IU8_cov,Acrylamide,Michael_Acceptor
IU9_cov,Isoselenazolinone,Isoselenazolinone
IVF_cov,Haloacetamide,Halohydrocarbon
IWW_cov,Boronic_Acid,Boronic_Acid
IY4_cov,Acrylamide,Michael_Acceptor
IY8_cov,Cyclic_Phosphonate_Ester,Phosphonate
IYB_cov,Cyclic_Phosphate_Ester,Phosphonate
J00_cov,Cyclic_Boronic_Acid,Boronic_Acid
J02_cov,β-sultam,Sultam
J05_cov,β-sultam,Sultam
J0B_cov,Acrylamide,Michael_Acceptor
J0E_cov,Acrylamide,Michael_Acceptor
J13_cov,Aziridine,Aziridine
J2C_cov,α-halomethyl_Ketone,Halohydrocarbon
J30_cov,Disulfide,Disulfide
J3H_cov,Acrylamide,Michael_Acceptor
J3N_cov,Acrylamide,Michael_Acceptor
J3T_cov,Cyclic_Boronic_Acid,Boronic_Acid
J3X_cov,α-halomethyl_Ketone,Halohydrocarbon
J4W_cov,Cyclic_Boronic_Acid,Boronic_Acid
J4Y_cov,Haloacetamide,Halohydrocarbon
J50_cov,α-halomethyl_Ketone,Halohydrocarbon
J51_cov,Haloacetamide,Halohydrocarbon
J54_cov,β-lactam,Lactam
J5A_cov,Haloacetamide,Halohydrocarbon
J5D_cov,Haloacetamide,Halohydrocarbon
J5G_cov,Haloacetamide,Halohydrocarbon
J5J_cov,Haloacetamide,Halohydrocarbon
J5M_cov,Haloacetamide,Halohydrocarbon
J5N_cov,Ketone,Carbonyl
J5P_cov,Haloacetamide,Halohydrocarbon
J5S_cov,Haloacetamide,Halohydrocarbon
J5T_cov,Ketone,Carbonyl
J5V_cov,Haloacetamide,Halohydrocarbon
J61_cov,Haloacetamide,Halohydrocarbon
J64_cov,Haloacetamide,Halohydrocarbon
J6S_cov,Ketone,Carbonyl
J6Z_cov,Sulfonate_Ester,Sulfamate
J9F_cov,Carboxylic_Acid,Carboxylic_Acid
JAO_cov,Carboxylic_Acid,Carboxylic_Acid
JAZ_cov,Epoxide,Epoxide
JFS_cov,Aldehyde,Aldehyde
JG2_cov,Ketone,Carbonyl
JG7_cov,Nitrile,Nitrile
JHH_cov,Acrylate,Michael_Acceptor
JIH_cov,Haloacetamide,Halohydrocarbon
JIW_cov,Aziridine,Aziridine
JIZ_cov,Disulfide,Disulfide
JJC_cov,Haloacetamide,Halohydrocarbon
JJO_cov,Haloacetamide,Halohydrocarbon
JJT_cov,Imidazolidinone,Urea_carbonyl
JK0_cov,Epoxide,Epoxide
JKL_cov,Epoxide,Epoxide
JKT_cov,Nitrile,Nitrile
JLO_cov,Aldehyde,Aldehyde
JMF_cov,Azanitrile,Nitrile
JMR_cov,Azanitrile,Nitrile
JNH_cov,Nitrile,Nitrile
JNT_cov,Aldehyde,Aldehyde
JOL_cov,Aldehyde@α-haloamide,Aldehyde@Halohydrocarbon
JPP_cov,β-lactam,Lactam
JPT_cov,Unclassified,Unclassified
JPY_cov,Haloacetamide,Halohydrocarbon
JQI_cov,Boronic_Acid,Boronic_Acid
JQO_cov,Aldehyde,Aldehyde
JQS_cov,13-oxazin-6-one,Lactone
JR7_cov,Acrylamide,Michael_Acceptor
JRD_cov,Acrylamide,Michael_Acceptor
JRM_cov,Acrylamide,Michael_Acceptor
JRY_cov,Urea,Urea_carbonyl
JS0_cov,Aldehyde,Aldehyde
JT0_cov,Haloacetamide,Halohydrocarbon
JT2_cov,Thiol,Thiol
JT7_cov,Boronic_Acid,Boronic_Acid
JUG_cov,αβ-unsaturated_Carbonyl,Michael_Acceptor
JVF_cov,Isothiazolinone,Isothiazolinone
JVP_cov,Azanitrile,Nitrile
JVX_cov,Haloacetamide,Halohydrocarbon
JW1_cov,Boronic_Acid,Boronic_Acid
JW3_cov,Boronic_Acid,Boronic_Acid
JW8_cov,Boronic_Acid,Boronic_Acid
JWI_cov,Epoxide,Epoxide
JWL_cov,β-lactone,Lactone
JWO_cov,Epoxide,Epoxide
JX6_cov,Aldehyde,Aldehyde
JXJ_cov,Aldehyde,Aldehyde
JY0_cov,Aldehyde,Aldehyde
JZT_cov,α-ketoamide,Carbonyl
K2O_cov,β-lactone,Lactone
K2X_cov,Aldehyde,Aldehyde
K2Z_cov,α-ketoamide,Carbonyl
K35_cov,Aziridine,Aziridine
K46_cov,Acrylamide,Michael_Acceptor
K76_cov,Acrylamide,Michael_Acceptor
K7I_cov,α-halomethyl_Ketone,Halohydrocarbon
K84_cov,Ketone,Carbonyl
K85_cov,Acrylate,Michael_Acceptor
K8P_cov,αβ-unsaturated_Carbonyl,Michael_Acceptor
K9J_cov,Acrylamide,Michael_Acceptor
K9M_cov,Acrylamide,Michael_Acceptor
K9P_1_cov,Cyclopropane,Cyclopropane
K9P_2_cov,Alkyl_Halide,Halohydrocarbon
K9Q_cov,Nitrile,Nitrile
K9W_cov,Nitrile,Nitrile
K9Z_cov,Nitrile,Nitrile
KA8_cov,Nitrile,Nitrile
KAH_cov,Ketone,Carbonyl
KAQ_cov,Nitrile,Nitrile
KAS_cov,Boronic_Acid,Boronic_Acid
KAT_cov,Urea,Urea_carbonyl
KB2_cov,α-aryloxymethyl_Ketone,Aryloxymethyl_Carbonyl
KBH_cov,Sulfonyl_Halide,Sulfonyl_Halide
KBO_cov,β-lactam,Lactam
KD7_cov,Ketone,Carbonyl
KDP_cov,Ketone,Carbonyl
KGH_cov,Aziridine,Aziridine
KH0_cov,α-ketoamide,Carbonyl
KHD_cov,Acrylamide,Michael_Acceptor
KHR_cov,Sulfonyl_Halide,Sulfonyl_Halide
KI1_cov,Disulfide,Disulfide
KI7_cov,Sulfonyl_Halide,Sulfonyl_Halide
KIH_cov,Sulfonyl_Halide,Sulfonyl_Halide
KIK_cov,αβ-unsaturated_Carbonyl,Michael_Acceptor
KJK_cov,Cyclic_Boronic_Acid,Boronic_Acid
KK9_cov,Acrylamide,Michael_Acceptor
KKR_cov,αβ-unsaturated_Carbonyl,Michael_Acceptor
KL8_cov,Cyclic_Boronic_Acid,Boronic_Acid
KLU_cov,Haloacetamide,Halohydrocarbon
KLZ_cov,Thiol,Thiol
KM6_cov,Aryl_Sulfone,Sulfonyl
KM8_cov,Acrylamide,Michael_Acceptor
KMF_cov,Haloacetamide,Halohydrocarbon
KMX_cov,Haloacetamide,Halohydrocarbon
KNM_cov,Vinyl_Sulfone,Vinyl_Sulfone
KNU_cov,Haloacetamide,Halohydrocarbon
KOK_cov,Urea,Urea_carbonyl
KPR_cov,αβ-unsaturated_Carbonyl,Michael_Acceptor
KPS_cov,Acrylamide,Michael_Acceptor
KQI_cov,β-lactone,Lactone
KRN_cov,Ketone,Carbonyl
KRT_cov,Boronic_Acid,Boronic_Acid
KS0_cov,Acrylamide,Michael_Acceptor
KS9_cov,α-halomethyl_Ketone,Halohydrocarbon
KSI_cov,Haloacetamide,Halohydrocarbon
KSU_cov,Acrylamide,Michael_Acceptor
KT6_cov,Isothiazolinone,Isothiazolinone
KTI_cov,Vinyl_Halide@Vinyl_Sulfone,Vinyl_Halide@Vinyl_Sulfone
KUL_cov,Acrylamide,Michael_Acceptor
KUS_cov,Amide,Amide
KWT_cov,Furan,Furan
KWZ_cov,Nitrile,Nitrile
KXL_cov,Epoxide,Epoxide
L0S_cov,Aminohalophosphate,Phosphonate
L1W_cov,Acrylamide,Michael_Acceptor
L1Z_cov,Acrylamide,Michael_Acceptor
L2F_cov,Aldehyde,Aldehyde
L2Y_cov,Aminohalophosphonate,Phosphonate
L3F_cov,Aldehyde,Aldehyde
L3S_cov,Aldehyde,Aldehyde
L3V_cov,Aldehyde,Aldehyde
L3Y_cov,Aldehyde,Aldehyde
L4C_cov,Isoxazolidin-3-one,Isoxazolidin-3-one
L61_cov,β-lactam,Lactam
L62_cov,β-lactam,Lactam
L6B_cov,Acrylate,Michael_Acceptor
L6C_cov,β-lactam,Lactam
L6E_cov,Acrylate,Michael_Acceptor
L6H_cov,Acrylate,Michael_Acceptor
L6L_cov,Disulfide,Disulfide
L70_cov,Disulfide,Disulfide
L71_cov,Acrylamide,Michael_Acceptor
L7L_cov,Disulfide,Disulfide
L7S_cov,Acrylamide,Michael_Acceptor
L7U_cov,Disulfide,Disulfide
L8F_cov,Haloacetamide,Halohydrocarbon
L8O_cov,Haloacetamide,Halohydrocarbon
L8X_cov,Haloacetamide,Halohydrocarbon
L9C_cov,Haloacetamide,Halohydrocarbon
L9D_cov,Aziridine,Aziridine
L9U_cov,Haloacetamide,Halohydrocarbon
L9Z_cov,Unclassified,Unclassified
LAF_cov,Ketone,Carbonyl
LAS_cov,β-lactone,Lactone
LBF_cov,Acrylate,Michael_Acceptor
LBI_cov,Amide,Amide
LBL_cov,Glycoside,Glycoside
LCE_cov,Ketone,Carbonyl
LCW_cov,Alkyne,Alkyne
LCY_1_cov,Acrylamide,Michael_Acceptor
LCY_2_cov,Acrylamide,Michael_Acceptor
LD0_cov,β-lactam,Lactam
LD5_cov,Alkyne,Alkyne
LE3_cov,Isothiocyanate,Isothiocyanate
LET_cov,Ketone,Carbonyl
LF7_cov,Nitrile,Nitrile
LFW_cov,Alkyl_Halide,Halohydrocarbon
LGG_cov,Acrylate,Michael_Acceptor
LH2_cov,Cyclic_Boronic_Acid,Boronic_Acid
LH5_cov,Cyclic_Boronic_Acid,Boronic_Acid
LH8_cov,Cyclic_Boronic_Acid,Boronic_Acid
LI5_cov,Phosphoric_Acid,Phosphonate
LJN_cov,Haloacetamide@Phosphate_Ester,Halohydrocarbon@Phosphonate
LK5_cov,β-lactam,Lactam
LK7_cov,β-lactam,Lactam
LKK_cov,β-sultam,Sultam
LLF_cov,Alkenyl_Halide,Vinyl_Halide
LM0_cov,Haloacetamide,Halohydrocarbon
LMB_cov,Acrylate,Michael_Acceptor
LN1_cov,β-lactam,Lactam
LN5_cov,Amidine,Amidine
LN7_cov,Amidine,Amidine
LOR_cov,β-lactam,Lactam
LQN_cov,Selenide,Isoselenazolinone
LQU_cov,Haloacetamide,Halohydrocarbon
LQW_cov,Selenide,Isoselenazolinone
LR2_cov,Isoselenazolinone,Isoselenazolinone
LRN_cov,Haloacetamide,Halohydrocarbon
LSA_cov,Unclassified,Unclassified
LSR_cov,Aldehyde,Aldehyde
LSY_cov,Azo,Azo
LTJ_cov,Alkyne,Michael_Acceptor
LV0_cov,α-ketoamide,Carbonyl
LV8_cov,Haloacetamide,Halohydrocarbon
LVS_cov,Vinyl_Sulfone,Vinyl_Sulfone
LVX_cov,α-ketoamide,Carbonyl
LW1_cov,Ester,Ester
LW6_cov,Ester,Ester
LX5_cov,Cyclosulfate,Alpha-Cyclosulfate
LXD_cov,Acrylamide,Michael_Acceptor
LXE_cov,Aziridine,Aziridine
LXF_cov,Haloacetamide,Halohydrocarbon
LXV_cov,Azanitrile,Nitrile
LYJ_cov,Aldehyde,Aldehyde
M0C_cov,α-ketoamide,Carbonyl
M1N_cov,Boronic_Acid,Boronic_Acid
M1R_cov,Acrylamide,Michael_Acceptor
M1X_cov,Acrylamide,Michael_Acceptor
M40_cov,Aldehyde,Aldehyde
M4Y_cov,Acrylate,Michael_Acceptor
M5X_cov,α-ketoamide,Carbonyl
M60_cov,Epoxide,Epoxide
M66_cov,α-ketoamide,Carbonyl
M6L_cov,α-ketoamide,Carbonyl
M79_cov,Haloacetamide,Halohydrocarbon
M9P_cov,Ketone,Carbonyl
M9W_cov,β-lactam,Lactam
M9X_cov,α-ketoamide,Carbonyl
MAF_1_cov,Glycoside,Glycoside
MAF_2_cov,Glycoside,Glycoside
MAN_cov,Glycoside,Glycoside
MAY_cov,Halophosphonate,Phosphonate
MCX_cov,α-ketoamide,Carbonyl
MDC_cov,Acrylamide,Michael_Acceptor
MDL_cov,Ketone,Carbonyl
MDX_cov,Oxycarbonyl-disulfide,Disulfide
ME7_cov,Acrylamide,Michael_Acceptor
ME9_cov,Acrylamide,Michael_Acceptor
MEE_cov,Disulfide,Disulfide
MES_cov,Sulfonic_Acid,Sulfonic_acid
MF2_cov,Carbamate,Carbamate
MFL_cov,α-ketoamide,Carbonyl
MG2_cov,Nitrile,Nitrile
MHC_cov,Disulfide,Disulfide
MHH_1_cov,Phosphonate_Ester,Phosphonate
MHH_2_cov,Phosphonate_Ester,Phosphonate
MIE_cov,Aldehyde@Ketone,Aldehyde@Carbonyl
MIJ_cov,α-ketoamide,Carbonyl
MJ0_cov,α-ketoamide,Carbonyl
MKE_cov,α-halomethyl_Ketone,Halohydrocarbon
MKW_cov,Acrylamide,Michael_Acceptor
MKZ_cov,Acrylamide,Michael_Acceptor
MLA_1_cov,Thioester,Thioester
MLA_2_cov,Unclassified,Unclassified
MLA_3_cov,Alkynyl_Halide,Alkynyl_Halide
MLX_cov,Haloacetamide,Halohydrocarbon
MNB_1_cov,Disulfide,Disulfide
MNB_2_cov,Thiol,Thiol
MNO_cov,Aldehyde,Aldehyde
MOV_cov,Acrylamide,Michael_Acceptor
MPA_cov,Halophosphonate,Phosphonate
MPE_cov,Disulfide,Disulfide
MPT_cov,Thiol,Thiol
MQ2_cov,β-lactam,Lactam
MQ4_cov,Alkyne,Alkyne
MQQ_cov,Vinyl_Sulfone,Vinyl_Sulfone
MRF_cov,Haloacetamide,Halohydrocarbon
MRJ_1_cov,α-haloamide,Halohydrocarbon
MRJ_2_cov,Phosphoric_Acid@α-haloamide,Halohydrocarbon@Phosphonate
MSI_cov,α-ketoamide,Carbonyl
MSW_cov,Halophosphonate,Phosphonate
MTN_cov,Thiosulfonate,Disulfide
MU9_cov,Haloacetamide,Halohydrocarbon
MUP_cov,Phosphonate_Ester,Phosphonate
MUY_cov,Halophosphonate,Phosphonate
MV0_cov,α-halomethyl_Ketone,Halohydrocarbon
MV3_cov,Haloacetamide,Halohydrocarbon
MVO_cov,Haloacetamide,Halohydrocarbon
MVU_cov,Haloacetamide,Halohydrocarbon
MWN_cov,α-ketoamide,Carbonyl
MWU_cov,Acrylamide,Michael_Acceptor
MX3_cov,Acrylamide,Michael_Acceptor
MX4_cov,Acrylate,Michael_Acceptor
MX5_cov,Acrylamide,Michael_Acceptor
MX9_cov,α-ketoamide,Carbonyl
MXC_cov,β-lactam,Lactam
MXF_cov,β-lactam,Lactam
MXG_cov,β-lactam,Lactam
MXS_cov,β-lactam,Lactam
MXU_cov,α-ketoamide,Carbonyl
MY1_cov,Epoxide,Epoxide
MY2_cov,Epoxide,Epoxide
MY3_cov,Epoxide,Epoxide
MY5_cov,Epoxide,Epoxide
MYC_cov,Conjugated_System,Conjugated_System
MYE_cov,Aldehyde,Aldehyde
MYP_cov,Vinyl_Sulfone,Vinyl_Sulfone
MYR_cov,Carboxylic_Acid,Carboxylic_Acid
MZF_cov,α-ketoamide,Carbonyl
MZJ_cov,Acrylamide,Michael_Acceptor
MZN_cov,Acrylamide,Michael_Acceptor
MZQ_cov,Acrylamide,Michael_Acceptor
N0L_cov,Haloacetamide,Halohydrocarbon
N1R_cov,Haloacetamide,Halohydrocarbon
N1U_cov,α-ketoamide,Carbonyl
N29_cov,Acrylamide,Michael_Acceptor
N2F_cov,Aryl_Sulfone,Sulfonyl
N2H_cov,Carbamate,Carbamate
N2X_cov,α-ketoamide,Carbonyl
N36_cov,Aldehyde,Aldehyde
N38_cov,Aldehyde,Aldehyde
N3O_cov,Acrylamide,Michael_Acceptor
N3X_cov,Acrylamide,Michael_Acceptor
N40_cov,Aldehyde,Aldehyde
N42_cov,Acrylamide,Michael_Acceptor
N4F_cov,Acrylamide,Michael_Acceptor
N4U_cov,Acrylamide,Michael_Acceptor
N5U_cov,Acrylamide,Michael_Acceptor
N63_cov,Aldehyde,Aldehyde
N6K_cov,Vinyl_Sulfonamide,Vinyl_Sulfone
